1150	B00541OAZG	R38EVFH8OF84U1	Nostalgia Electrics RMO-400RED Retro Series .9 CF Microwave Oven, Red	Super!	The controls are great, it's really good looking, and it works fine. What more could you want?  This is not a big microwave, but it does everything I want.  Even the popcorn setting is perfect.
1162	B005C2QM3U	R2KKOD4JOPF3U9	Nostalgia Electrics RMO-400BLK Retro Series .9 CF Microwave Oven, Black	Cute oven... but doesn't work for too long.	This is a cute oven.  I only wish it were a little more powerful.  But it's a second microwave for me, so I use the higher-wattage one if I need more power.  Mostly bought it for looks!  It arrived in good time and was as described.** UPDATE **I received this around the end of June 2012.  By around the end of September 2012, it had stopped working -- the timer and fan turn on, but it does not heat anything up any more.  As it is a second microwave which I mostly bought for looks, I may see if it is worth repairing.  But as far as functionality goes, I'm afraid they put everything into the looks and not the works.  Too bad.
1163	B005BFZ66C	R2UQNXGQ50FA8Q	Panasonic NN-SN661S Genius 1.2 cuft 1200-Watt Sensor Microwave with Inverter Technology, Stainless Steel	Typical microwave	Overall this is a decent microwave.  I think the style and look is good.  It's a little on the noisy side when it is in use, but it does what it's supposed too.  I have not had any issues with it and probably have used it almost every day for the past few weeks I've had it.
1164	B0009KMYHI	R35KU6SMJTNAYA	Panasonic NN-H765BF Genius 1.6 cuft 1250-Watt Sensor Microwave with Inverter Technology, Black	A uWave with a smart and a stupid button, sort-of.	This is a basic microwave oven with some cool features and a very mediocre user interface.  You can enter time and press cook and it works.  It has a power button that reduces cooking power by reducing continuous cooking energy, not, as most do, by cycling on/off at full power.  This is good, but the button is stupid.  To set power 3, you have to push the power button 6 times.  It decrements from ten, one digit per press.  It also has a "quick minute" button, which is good, but it, too, still requires that you press the "start" button.  Not as quick as my old uWave, which just starts when you press the quick-buttons.  I also wish there was a "quick 30 sec", which I used more than anything on the old oven.  There's also a "smart reheat" button that's great.  It heats until it senses steam/heat given off the food.  But it's also stupid, since there's no control over the power level.  (Panasonic doesn't document this feature very well, really.)  There's a "Smart Cook" button, that also cooks by sensing the steam/heat given off by the food.  It would be way cool if you could figure out the cooking profiles, but they don't document that, either--they just say "potato" or "frozen pizza" and assume they know how to cook it.  Again no power control, and no way to use it if you don't happen to be cooking potatoes or one of the other 8 food items listed.  You also have to press this button between 1 and 9 times to select the food group--again a stupid button trick.All in all, it's a fine appliance at a good price.  Its biggest shortcoming is that the user interface could easily be so much better.
1165	B0009KMYDW	R32MIETYOZBBH	Panasonic NN-H965BF Genius 2.2 cuft 1250-Watt Sensor Microwave with Inverter Technology, Black	Great Microwave	Microwave works great and I like all the different features.  The only reason I did not give it 5 stars is because every now and then it will disrupt my internet service when it's on............not always though, just every once in awhile
1166	B0021YMIIK	R36C9MZQBQW1ZL	Kenmore 1.2 cu. ft. TrueCookPlus Countertop Microwave - 6633	Kenmore 1.2 cu. ft. TrueCookPlus Countertop Microwave -6633	Every aspect of this purchase was accomplished in a timely and efficient manner. The product far exceeds expectations.  I would recommend this product to a friend.
1167	B0009KMYDM	RJW600M41SZYX	Panasonic NN-H965WF Genius 2.2 cuft 1250-Watt Sensor Microwave with Inverter Technology, White	Huge Microwave	I got this for my girlfriend for the holidays as her 10 year old GE seemed to be taking longer and longer to heat things up.  When she opened her gift I heard things like "Wow, that is huge." and "I'm not sure that is going to fit."  I had asked her before hand and she said that bigger is better, but from the measurements alone you don't get a good feel for how enormous it's going to be.  It doesn't seem to cook any faster, but that is to be expected being as it's the same wattage but a larger size.
1168	B00180LXWA	R12MG4DP68X8AO	Haier MWM0701TB Compact 2/3-Cubic-Foot 700-Watt Microwave Oven, Black	4 yeas and going strong	Great smaller unit,  I got it for a smaller apartment.. use it for heating coffee, left overs, soups, and small plates,  Works great.  Defrost a snap.  I have really got my monies worth.. I use every day and have had it about 4 years.  Longest I have it on is for 5 minutes.  If I need longer cook time just restart for another few minutes,  May be why it has not died on me.  I find it reliable and easy to clean... simple microwave for simple uses.
1169	B0009KMYHI	R21M92ZUUBLZ6P	Panasonic NN-H765BF Genius 1.6 cuft 1250-Watt Sensor Microwave with Inverter Technology, Black	IMPROVED OVER OLDER GENUIS MODELS	Works as expected, exactly fits where the old P. Genius was and has more inside room!  I really like the function button & the reminder beep. No more finding something in it the next day that I forgot about!
1170	B00785MVRA	R13HA8ER4FUSW3	Panasonic NN-SD372S 0.8 cuft 950-Watt Microwave with Inverter Technology, Stainless Steel	Better than expected!	I have had this microwave about a month now. It replaced an 1100 watt microwave and I was hesitant to purchase one that had less power, but this microwave has surpassed my expectations. It cooks evenly, is fast and very quiet. I highly recommend it!
1171	B004WOBWF2	R2QACPG8QCWMVS	Kenmore 79159 Elite Black 1.5 cu. ft. Countertop Microwave w/ TrueCookPlus Technology	Buy This!	Sears Kenmore is always tried and true.  But this works better than the more expensive built-in microwave (by GE) at twice the price.
1172	B0009KMYDM	R3J88WGKJUNDEL	Panasonic NN-H965WF Genius 2.2 cuft 1250-Watt Sensor Microwave with Inverter Technology, White	Spacious and smart!	Big microwave, fits a family pack of chicken thighs no problem.  Love the inverter turbo defrost enter the weight of the frozen item and it thaws it out every time without cooking it one bit.  Popcorn setting runs a little long have to pull the popcorn so it doesn't burn.
1173	B005BFZ5N6	RZQZM76IKH9WD	Panasonic NN-SD681S Genius "Prestige" 1.2 cuft 1200 Watt Sensor Microwave with Inverter Technology & Blue Readout, Stainless Steel	Great mico wave.	Use daily. It is a high powered micro wave and very straight forward to use. The only negative is the light doesn't come on until you power on.
1174	B001DIMXMG	R21OR2X7TGIIW9	Haier MWM0701TW 700 Watt Countertop Microwave, White	Great purchase!	I'm a college student who just moved to a small apt without a microwave so I needed something small but hardy enough to handle whatever I needed it to handle. It came within two days and everything was where it should be. I've had it now for about two weeks and its great! I mostly use it for warming up my food and I have no complaints whatsoever!And I know there's been some complaints about the sticker on the front but it's really nothing to worry about. As soon as I opened the box, it took me like one minute tops and I slowly and carefully removed it with no trace of the sticker even having been there. Seriously, it's nothing to worry about.I say buy it if you're looking for a small but durable microwave.
1175	B0021YMIIK	R1X03S25X1JOLU	Kenmore 1.2 cu. ft. TrueCookPlus Countertop Microwave - 6633	product good - shipment no	this is the ideal inexpensive utilitarian microwave with everything you need - unfortunately two of the three wheels were broken off the turn table when it arrived. We glued them on and it works.
1176	B00180LXWA	RJLVHCXGV7VWY	Haier MWM0701TB Compact 2/3-Cubic-Foot 700-Watt Microwave Oven, Black	Died within 4 months of purchase	At first things were going well...but just as my father always taught me...you get what you pay for, son. This was cheap, easy, and quick fix for replacing another, more expensive microwave that finally died after 4 years. It barely made it 4 months. The extra $20 might make a huge difference. I learned my lesson.
1177	B0009KMYHI	R2SLUH0PG1UC0S	Panasonic NN-H765BF Genius 1.6 cuft 1250-Watt Sensor Microwave with Inverter Technology, Black	Very positively impressed! Five-Star-Rating called for!	Bought the Panasonic NN-H765BF Full Size 1.6 Cubic Feet, 1250-Watt Microwave Oven, Black, for wife, and both of us are very positively impressed! Five-Star-Rating called for!
1178	B005BFZ66C	R2E1839Z2PDL16	Panasonic NN-SN661S Genius 1.2 cuft 1200-Watt Sensor Microwave with Inverter Technology, Stainless Steel	Microwave Oven	Excellent.  Very good quality.  Easy to use and to clean.  Heats foods evenly and at right temperature.  So happy I purchased it.
1179	B005BFZ5TU	R1H92NAFTNPJJV	Panasonic NN-SN651B Genius 1.2 cuft 1200-Watt Sensor Microwave with Inverter Technology, Black	Great Microwave!	The staff in our office wore our last microwave out.  This one replaced it and it was just what we were looking for.
1180	B007TIE160	RDRJR4SY6IAQQ	Oster OGZB1101 1.1 Cubic Feet Digital Microwave Oven, Black	GARBAGE!	This is a total piece of garbage microwave. Less than two months after I received it from Amazon.com it failed. The unit powers up, and the turntable turns, but it generates NO heat whatsoever. Even amazon admits there is a problem with it, yet they will not accept a return on it. OSTER doesn't even mention it's existence on their website, and there doesn't seem to be any warranty for it. What a piece of CRAP. Do yourself a favor and DO NOT BUY THIS! And by the way, AMAZON - you have a terrible return policy on this product.
1181	B000ON6HMS	R3OSPVKL8NQIQ1	Panasonic NN-SD797S Genius "Prestige" 1.6 cuft 1250-Watt Sensor Microwave with Inverter Technology & Blue Readout, Stainless Steel	Extremely Satisfied User	I was on the hunt for a larger countertop microwave when I found this one on Amazon.  I was a little skeptical on purchasing with all the up and down reviews but went ahead and purchased anyway.  After using this microwave for a few weeks, we are extremely satisfied.  We can cook more than one item at a time due to its large capacity, which is a real time saver!  In addition, we feel that this microwave does a good job cooking or defrosting in sensor mode (unlike our previously owned models).  We cook all the time at home, so we have high expectations of functionality, design, and reliability when it comes to microwaves and this model meets all of them!  This was worth the purchase, but we just wish it had an "add 30 sec" button.
1182	B005BFZ5N6	RO052EHNLCJEJ	Panasonic NN-SD681S Genius "Prestige" 1.2 cuft 1200 Watt Sensor Microwave with Inverter Technology & Blue Readout, Stainless Steel	Powerful, Even Heater	We use a microwave primarily to heat up cooked foods and liquids, bake potatoes and pop popcorn.  The Panasonic is a powerful unit and the "Inverter" feature does seem to heat the food more evenly.  Our old GE unit would do a good job of heating the edges of the food items and leave a cold core, but not the case with this unit.  The dial is a handy feature, whether using it to set the clock, timer or cook time.  I did read other reviews expressing concern over the fact that a light doesn't go on when the door to the microwave is opened, but this is really a non-issue.  There is no problem seeing what is inside the 1.2 cubic foot space unless one is using it in complete darkness.  The only negative to the unit is that it is a fingerprint magnet, as are most stainless steel appliances.  However, in the case of this microwave, it is really quite difficult to shut the door without touching the stainless--would have been more convenient for a small touch pad on the door to avoid having to constantly wipe off the smudges.  It is a good looking appearance and cabinet, and the blue light for the clock and readout is a handsome affect as well.Our unit does have a rather loud beep volume, and it would be nice to be able to turn it down or off as is an option in other Panasonic microwave models.  This unit isn't five-star-perfect, but for the most part we are very satisfied with it.  Good bang for the buck.
1183	B0009KMYHI	R2SZIRYNI1BGV9	Panasonic NN-H765BF Genius 1.6 cuft 1250-Watt Sensor Microwave with Inverter Technology, Black	Terrible Product - Don't Buy	I was initially pleased with this microwave until it quit working after four months of use.  I called Panasonic because it was still under warranty and they gave me a case number to have the microwave repaired.  It has been in the repair shop now for 4 weeks.  Try going 4 weeks without a microwave.  Wish I would have just bought a microwave from Wal-mart...at least I could have just returned it and gotten a new one.  Going through Panasonic warranty and repair shops is not worth the wait.  Its tough these days living without a microwave with a large family.  We have definitely made some changes and can't wait to finally get our microwave back.  I mean I wish I would just go buy another one somewhere else...but then eventually I would have 2 microwaves which I do not need. When speaking with Panasonic I couldn't help but to think they knew there was a problem with their product before they put it on the market.  I can't believe this is the quality coming from a Japanese company.  Can't believe they wouldn't just send me a new one rather than have me go to a repair shop.  Needless to say...I will not be purchasing another Panasonic Microwave.
1184	B007TIE160	RTZT0M8DQ0Z7E	Oster OGZB1101 1.1 Cubic Feet Digital Microwave Oven, Black	It's big and stainless steel, I must buy it.	Works great, pops popcorn in 2 minutes! Its a bit big, but I think that's just because we have zero counter space. I love the size I never have to worry about popcorn which is the main reason I use it!
1185	B0009KMYDM	R393EDGB1NT4AN	Panasonic NN-H965WF Genius 2.2 cuft 1250-Watt Sensor Microwave with Inverter Technology, White	Never Buy Panasonic again	We purchased this microwave after reading the reviews and initially we were really pleased with it. Then after about 8 months the magnatron went out. Luckily it was under warranty and Panasonic did repair it but we were without a microwave for 2 weeks.  It worked fine until 4 days after the warranty expired and the magnatron went out again. A microwave should last a lot longer than 4 to 8 months.  Unbelievable.
1186	B00180LXWA	R2N20MAG9I5QJC	Haier MWM0701TB Compact 2/3-Cubic-Foot 700-Watt Microwave Oven, Black	Dead after 4 months	Bought at the end of August and just died on me tonight when I was making popcorn. Really weird. I tried to open the door after the popcorn got done but instead of the door opening the microwave just turned on by itself with the microwave door button pushed in with no way to turn it off. Luckily the actual door did not open but the only way to turn the microwave off is to unplug it from the wall. As soon as I plug it back in it starts up again. Hope I did not get a dose of radiation if the door was not shut all the way......
1187	B005BFZ5ZY	R1ZCPPTG6FYG0E	Panasonic NN-SN651W Genius 1.2 cuft 1200-Watt Sensor Microwave with Inverter Technology, White	Great for the price	I bought a new house and needed a countertop unit.  After searching through the stores and online, I finally decided on this model.  It's bigger but not so big it takes up an entire counter.  It's a great family-size unit.  No issues so far.
1188	B005BFZ5TU	R8TNNCEO4QAGW	Panasonic NN-SN651B Genius 1.2 cuft 1200-Watt Sensor Microwave with Inverter Technology, Black	One hot micro	Bought this for daughter for her new home she loves it  price was great and shipping was fast she loves all the features
1189	B00180LXWA	R2I1U9UB3080KQ	Haier MWM0701TB Compact 2/3-Cubic-Foot 700-Watt Microwave Oven, Black	Haier MWM0701TB 700W Microwave	Bought this microwave for a trip to Yellowstone NP in June '10.  Our rented cabin had no cooking facilities.  The unit performed flawlessly and awaits my next trip.
1190	B005GSZB7I	R3AFYGRI34ILOP	Whirlpool WMC20005YD 0.5 Cu. Ft. Stainless Look Countertop Microwave	Innovative functionality; why didn't they think of this before?	Most microwave ovens have a rotating plate inside with several inches to the side where the magnetron that provides heating power resides and the displays are situated. This one places the magnetron below, along with the displays; the interior exactly surrounds the 11 inch rotating plate. It ends up taking about 6 inches less counter space than conventional small microwaves, yet still holds large dinner plates. Controls are intuitive, and the power is adequate. It is sized and looks similar to a 13 inch CRT television set. We bought locally to avoid risking the large "restocking" fees charged by some of the Amazon vendors.
1191	B000ON6HMS	R2RRF35IOGZ6CP	Panasonic NN-SD797S Genius "Prestige" 1.6 cuft 1250-Watt Sensor Microwave with Inverter Technology & Blue Readout, Stainless Steel	Works Great	I purchased this item about a month ago and I love it.  It is easy to operate and cooks food evenly.  My family loves it.  We use the microwave 2 times a day.
1192	B0009KMYHI	R3RNH3ZCM7QWEQ	Panasonic NN-H765BF Genius 1.6 cuft 1250-Watt Sensor Microwave with Inverter Technology, Black	Like the new technology	very nice unit. the new technology is great, i use sensor reheat quite frequently, it heats my dishes up nicely without getting so hot it burns you. Plenty of room, easy to use.
1193	B007TIE1X8	R1RKWFD0PVOK3L	Sunbeam SGS90701B 0.7-Cubic Feet Microwave Oven, Black	Dimensions: 20" x 15" x 12" (W x D x H)	Measures approximately 20" x 15" x 12"700W power0.7 cubic foot capacitySix auto-cooking settings10 adjustable power levels, including express cooking and weight defrostOne-touch menu optionsLED display with digital timer and clockChild-safe lockCook-end signalETL listed; 1-year Limited Manufacturer's WarrantyMade in China
1194	B005BFZ5N6	RI7JUJ8JVI0L3	Panasonic NN-SD681S Genius "Prestige" 1.2 cuft 1200 Watt Sensor Microwave with Inverter Technology & Blue Readout, Stainless Steel	Excellent Microwave	Looks great and works great. I especially like the buttons and controls. The discrete buttons provide good tactile feedback and are much nicer that those membrane switch panels most microwaves use. It was also an exact fit in the cabinet so that it almost looks like a built-in.
1195	B003YKS1NQ	REUSD3Q6LGKJ4	Oster AM930B 0.9-Cubic Feet Countertop Microwave Oven, 900-Watt, Black	Good little microwave	We bought it to use in the workshop. It works just fine with no complaints for what we purchased it for.
1196	B007TIE14M	R217VFAXL7ICVO	Oster OGH6901 0.9 Cubic Feet Digital Microwave Oven, Stainless/Black	Sleek and powerful with a small price tag.	I like the overall design and ease of this product. I like that the microwave beeps if you have left food in there after the timer has stopped. It's fairly powerful for its size and wattage and has been going strong for at least 9 months now so I can't complain as I see it lasting into the future.
1197	B005BFZ5TU	RX2F7ISDKW2FS	Panasonic NN-SN651B Genius 1.2 cuft 1200-Watt Sensor Microwave with Inverter Technology, Black	Panasonic 1.2 cuft 1200-Watt Sensor Microwave	I love this microwave even though all I've done so far is basic microwaving.  It's nice and fast, heats and reheats extremely well.  In time, I'll be trying some of the other features, but for right now, it's great for my needs.  I would recommend it to anyone who needs a new microwave.
1198	B005GSPVHS	R3PZPZHBSAUZPW	Panasonic NE-1054F "NSF" Approved 0.8 cuft Stainless Steel Commercial Microwave Oven, 1,000 Watts and Touch Control Keypad	This Commercial Oven is Great in Our Home	My wife cooks dinners on Sunday for the duration of the work week.  We reheat in the microwave all week, plus there are lots of other non-dinner microwave projects.  Our first microwave, back in the 70's, lasted close to 20 years.  All subsequent models have failed much sooner.  We got the idea to try a Commercial model, on the hypothesis that it would likely withstand routine usage for more years than a consumer model.  They usually cost at least 3X a standard consumer model, which was a bit daunting until our most recent consumer microwave developed a hole in the rear of the cavity.  The Panasonic has a sturdier feel, and unlike all but our original microwave, this has a stirred beam, not a carousel.  We really like it, and because the dish doesn't move, we can employ more or less square dishes almost the width of the cavity.  The cavity is actually slightly smaller than the predecessor, but is working better for big dishes as a result of the dishes not rotating.  I am now enthusiastically recommending Commercial models to friends and family.  The only down side is that our kitchen microwave projects now feel a bit like being at the company break room, or a convenience store.  On a related note, we now religiously employ a microwave food cover to avoid spatters and the "floor" is always covered with a (non-rotating) paper towel to keep the cavity in like-new condition.  Please note that this model doesn't have a clock for telling time and the done signal is a bit louder than most consumer models that we've owned, but it's still "all thumbs up."
1199	B00785N6V0	R4BHJDZ1ZXL7P	Panasonic NN-SE982S Genius "Prestige" 2.2 cuft 1250-Watt Sensor Microwave with Inverter Technology & Blue Electrostatic Dial, Stainless Steel	Nice!	This is a very large stainless steel microwave.  Its is attractive, easy to use, and heats foods very evenly.  At about $250, it was a real bargain.  It ilso is very lightweight for a microwave this size.  With Amazon Prime, I had it less than 48 hours after I ordered it.
3150	B005BFZ5N6	RYYN4S5V1AZY7	Panasonic NN-SD681S Genius "Prestige" 1.2 cuft 1200 Watt Sensor Microwave with Inverter Technology & Blue Readout, Stainless Steel	The control nob is *not* a benefit.  Do not recommend.	Arguably 2* is a bit harsh, but I do actively recommend against buying this.It's a pretty good looking unit which generates microwaves like a champ - no complaints there.  The inverter feature is a definite benefit IMO.We haven't evaluated a lot of the complex functions in terms of how well they work.My big gripe though, is the design - specifically what it's like to control - i.e. the user interface.  It's the all-too-common interface designed by the embedded controller engineers, rather than from the point of view of the user.The control nob seems like it should be great, but setting the duration is not an improved experience.  You end up relatively slowly and carefully turning it to narrow in on your desired time.  It's not exactly difficult, but it certainly isn't as easy as tapping a digit or 3 to set a time directly.It's a high power machine so dialing it back makes sense quite often - and that's why it has the inverter feature.  However, for power you *don't* get to use the dial.  First thing I did was tap the power button then turn the wheel, but no, that would be too easy and intuitive; with the pseudo-analog power display to watch as you do it, unlike controlling time this would actually work nicely.  Instead, to get to 40% power you tap the power button 6 times to go from 100% to 40% in 10% steps.Any semi-advanced usage means consulting the book.  Are you softening a quart of ice cream or a stick of butter?  You need to know the right numbers to do that: 17 and 15.Fairly minor:The Aluminum front is a fingerprint magnetThe display blazes so bright it lights up the *adjacent* room at night.  We now have a post-it note stuck over the display at night.It's not quiet - not the loudest either.  I suppose that's barely a gripe.Overall, I when using it I'm just mildly irritated by the awkwardness of it, and regret the purchase.  Should have stuck with a tried-and-tested control setup.
3151	B00785N22I	R1DWYL6TH7Z5H9	Panasonic NN-SD962S Genius 2.2 cuft 1250-Watt Sensor Microwave with Inverter Technology, Stainless Steel	A good microwave but not as good as earlier model	I bought this brand and model without seeing it in a store because I had been very happy with a predecessor model that had finally quit after 11 years.  I began to be disappointed as soon as I set it on my cabinet.  I am not happy with the type and layout of the controls, which are counterintuitive and difficult to operate if you are trying not to use dirty fingertips.  The door opening mechanism, which had worked flawlessly on the previous unit, began to be problematic within two weeks, usually not opening the door without a second push and often requiring a light pull on the top of the door.  The unit does have good power and the sensors and turntable operate well. The inverter technology makes the unit light and the stainless steel exterior is attractive.  It is still a good unit but is a step down from the older model, which is not the direction of change that I expected, and indicates a reduction in general design and production quality for the brand.
3152	B0009KMYDW	R2O6MNDDOJOIGA	Panasonic NN-H965BF Genius 2.2 cuft 1250-Watt Sensor Microwave with Inverter Technology, Black	Review of Panasonic Microwaves	I searched all over our town for a large Panasonic microwave that had all the features that I was looking for.  I needed one powerful enough to cook main dishes in, thaw food, able to handle large dishes and be black in color to match my other appliances.  The Panasonic NN-H965BF fit my needs but could only be found on line.  I love this microwave and it is easy to use.  I've had several microwaves over 28 years and they have all been Panasonics, the last one lasting for over 10 years (with heavy use).
3153	B005BFZ5TU	R32W8S5UITDQYU	Panasonic NN-SN651B Genius 1.2 cuft 1200-Watt Sensor Microwave with Inverter Technology, Black	Works really well	I like the size of this Micro, doesn't take up as much room as my last one, but has same wattage and better features. I love the reheat sensor, works perfect every time. Several people have mentioned how hard it is to open and close. There is a Child Proofing adjustment and I wonder if perhaps they set that by mistake? This is as easy to open and close as any Micro I've owned. Amazon has this priced very well, don't hesitate to purchase if it's the size, color and price that fits your needs.
3154	B000ON2TQG	R2NLYP6JPU3G7Z	Panasonic NN-SD997S Genius "Prestige" 2.2 cuft 1250-Watt Sensor Microwave with Inverter Technology & Blue Readout, Stainless Steel	expensive piece of junk	I paid $170 for this big, expensive microwave.  It will not pop microwave popcorn properly, & the door is hard to open.  Worst of all, it quit working just AFTER the one year warranty & Panasonic will not honor the warranty.  All microwave ovens I've had in the past lasted over 10 years, & I expected to get at least 5 years out of this one, not just one year.
3155	B00785N22I	R1HNIVHT0270HN	Panasonic NN-SD962S Genius 2.2 cuft 1250-Watt Sensor Microwave with Inverter Technology, Stainless Steel	Yup, the best microwave I've ever had - redux	We bought this model microwave when our old one dies after a power surge at the house. After researching our warranty repair options, which would require 2 1/2 days off of work, and $120+ in labor charges, plus waiting a minimum of two weeks with no microwave at all to end up with a 5 year old machine, we decided to just buy another. After 5 years of using an inverter microwave, the choice was clear - just get the same model we had. That's this Panasonic. And out of the box, it has worked flawlessly, just like the first one did. No complaints.
