<s> Food was excellent , I only missed good coffee .. I enjoyed especially	and cakes . </s>	home made pastry	1
<s> Location : just crossing the roads there are plenty of very good	at affordable prices . </s>	restaurants	1
<s> You just cross the boulevar du Periferique and you are in	or public transportation . </s>	zone 1	1
<s> You just cross the boulevar du Periferique and you are in zone 1 or	. </s>	public transportation	1
<s> It can be a nice	</s>	place	1
<s> Plus : really fresh	at breakfast ( squeezed on demand ) </s>	orange juice	1
<s> Plus : really fresh	at breakfast ( squeezed on demand ) </s>	orange juice	1
<s> It is a small	which one can easily oversee with all the shops around . </s>	hotel	1
<s> It is a small	which one can easily oversee with all the shops around . </s>	hotel	1
<s> However , the windows held almost	away which made it easy to sleep in the hotel . </s>	all noise	1
<s> However , the windows held almost	away which made it easy to sleep in the hotel . </s>	all noise	1
<s> In the morning the hotel provided a good	with fresh juices and typical croissants . </s>	breakfast	1
<s>	are fancy with darker walls . </s>	The halls	1
<s>	was very alive even in the evening hours . </s>	The street	1
<s>	was small but provided everything one needs but also nothing extra . </s>	The room	0
<s>	was small but provided everything one needs but also nothing extra . </s>	The room	1
<s>	was small but provided everything one needs but also nothing extra . </s>	The room	0
<s> For other destinations , I would think	was a little low . </s>	money for value	0
<s> Probably ,	is OK because it is Paris . </s>	price	1
<s> Typical French	· small , grubby but charming </s>	hotel	0
<s> Typical French	· small , grubby but charming </s>	hotel	0
<s> Typical French	· small , grubby but charming </s>	hotel	1
<s> In the morning the hotel provided a good breakfast with fresh	and typical croissants . </s>	juices	1
<s> In the morning the hotel provided a good breakfast with fresh juices and typical	. </s>	croissants	1
<s>	is perfectly located near Opera in Paris . </s>	Hotel Massena	1
<s>	was always hot too . </s>	Food	1
<s>	was good always a very good choice in each restaurant . </s>	Food	1
<s>	was always busy and had to get there early to get a sunbed . </s>	The beach	0
<s>	was always busy and had to get there early to get a sunbed . </s>	The beach	0
<s>	was always busy and had to get there early to get a sunbed . </s>	The beach	0
<s> There are	and they are all very good . </s>	5 restaurants	1
<s> There are 5 restaurants and	are all very good . </s>	they	1
<s>	were friendly and helpful . </s>	Staff	1
<s>	were friendly and helpful . </s>	Staff	1
<s> Food was good always a very good	in each restaurant . </s>	choice	1
<s>	was very clean as was the whole hotel . </s>	Our room	1
<s> Our room was very clean as was	. </s>	the whole hotel	1
<s> There is a	in the room and also a kettle with tea and coffee provided and replenished during service . </s>	washbasin	1
<s>	and toilets are down the ( very steep ) stairs and also clean . </s>	Shared shower	1
<s> Shared shower and	are down the ( very steep ) stairs and also clean . </s>	toilets	1
<s>	and toilets are down the ( very steep ) stairs and also clean . </s>	Shared shower	0
<s> Shared shower and	are down the ( very steep ) stairs and also clean . </s>	toilets	0
<s>	and toilets are down the ( very steep ) stairs and also clean . </s>	Shared shower	0
<s> Shared shower and	are down the ( very steep ) stairs and also clean . </s>	toilets	0
<s>	and toilets are down the ( very steep ) stairs and also clean . </s>	Shared shower	0
<s> Shared shower and	are down the ( very steep ) stairs and also clean . </s>	toilets	0
<s>	is served on Sundays , it was nothing extraordinary , but for the price alright . </s>	Full English breakfast	1
<s> On Mondays ,	is served in another hotel just across the street · very basic continental with cereals , bread , one type of ham and cheese , juices , hot drinks , etc. </s>	breakfast	0
<s> On Mondays ,	is served in another hotel just across the street · very basic continental with cereals , bread , one type of ham and cheese , juices , hot drinks , etc. </s>	breakfast	1
<s> Full English breakfast is served on Sundays ,	was nothing extraordinary , but for the price alright . </s>	it	0
<s> Full English breakfast is served on Sundays ,	was nothing extraordinary , but for the price alright . </s>	it	1
<s> Full English breakfast is served on Sundays ,	was nothing extraordinary , but for the price alright . </s>	it	1
<s> I stayed at	which is the cheapest available in Rangemoor Park Hotel . </s>	the attic room	1
<s> Overall ·	's absolutely alright for the price you pay and the breakfast · while nothing special · is a nice plus . </s>	it	1
<s> It is a very small	that is not very pretty , but the sheets were clean and the bed comfy . </s>	room	0
<s> It is a very small	that is not very pretty , but the sheets were clean and the bed comfy . </s>	room	0
<s> Overall · it 's absolutely alright for	· while nothing special · is a nice plus . </s>	the breakfast	1
<s> Overall · it 's absolutely alright for	· while nothing special · is a nice plus . </s>	the breakfast	0
<s> On Mondays , breakfast is served in another hotel just across the street · very basic	with cereals , bread , one type of ham and cheese , juices , hot drinks , etc. </s>	continental	0
<s> It is a very small room that is not very pretty , but	comfy . </s>	the bed	1
<s> There is a washbasin in the room and also a kettle with tea and	provided and replenished during service . </s>	coffee	1
<s> There is a washbasin in the room and also a kettle with	and coffee provided and replenished during service . </s>	tea	1
<s> There is	with tea and coffee provided and replenished during service . </s>	a kettle	1
<s> There is a washbasin in the room and also a kettle with tea and	provided and replenished during service . </s>	coffee	1
<s> There is a washbasin in the room and also a kettle with	and coffee provided and replenished during service . </s>	tea	1
<s> There is	with tea and coffee provided and replenished during service . </s>	a kettle	1
<s> It is a very small room that is not very pretty , but	were clean and the bed comfy . </s>	the sheets	1
<s> We are surely coming back to this very good	. </s>	hotel	1
<s> We are surely coming back to this very good	. </s>	hotel	1
<s> There was	at this hotel . </s>	nothing that we did not like	1
<s>	and drinks were great . </s>	Food	1
<s> Food and	were great . </s>	drinks	1
<s>	enough ! ! ! </s>	Swimmingpools	1
<s> Very good and nice	. </s>	hotel	1
<s> Very good and nice	. </s>	hotel	1
<s> Very friendly	. </s>	personal	1
<s>	was great . </s>	Everything	1
<s> Overall impression of the hotel is excellent , very nice suroundings , great distance to the sea , friendly	. </s>	staff	1
<s> Overall impression of the hotel is excellent , very nice suroundings , great	, friendly staff . </s>	distance to the sea	1
<s> One thing that could have been better is	· could be more of variety or a choice of local foods . </s>	the food	0
<s> One thing that could have been better is	· could be more of variety or a choice of local foods . </s>	the food	0
<s>	itself was good , but other " ingredients " of a spa treatment was not impressive , the staff talking to each other all the time in their language during all the treatment and that doesn 't help to relax . </s>	The massage	1
<s> The service that needs quite a big improvement is	. </s>	the Gold 's Spa	0
<s> But despite that we would definately recommend	for holidays and we had a very good time there . </s>	this hotel	1
<s> Overall impression of the hotel is excellent , very nice	, great distance to the sea , friendly staff . </s>	suroundings	1
<s> The massage itself was good , but	was not impressive , the staff talking to each other all the time in their language during all the treatment and that doesn 't help to relax . </s>	other " ingredients " of a spa treatment	0
<s> But despite that we would definately recommend this hotel for holidays and we had a very good time	. </s>	there	1
<s>	is excellent , very nice suroundings , great distance to the sea , friendly staff . </s>	Overall impression of the hotel	1
<s>	is an absolute pluspoint , tram to the centre of cologne stops right in front . </s>	The wellness	1
<s> There 's	but expensive . </s>	underground parking	1
<s> There 's	but expensive . </s>	underground parking	0
<s> Friendly , clean hotel , with good	, so in general no noise from outside the room ! ! ! ! </s>	sound isolation	1
<s>	is a definete improvement </s>	The new management	1
<s> Friendly , clean hotel , with good sound isolation , so in general no	from outside the room ! ! ! ! </s>	noise	1
<s> Friendly , clean	, with good sound isolation , so in general no noise from outside the room ! ! ! ! </s>	hotel	1
<s> Friendly , clean	, with good sound isolation , so in general no noise from outside the room ! ! ! ! </s>	hotel	1
<s> The wellness is an absolute pluspoint ,	to the centre of cologne stops right in front . </s>	tram	1
<s>	are nicely laid out across the expansive grounds . </s>	The villas	1
<s>	are very extensive and so the walking can be far from the main buildings . </s>	The grounds	1
<s> Its basically a luxury	but on land . </s>	cruise ship concept	1
<s> However its a good	. </s>	daily exercise	1
<s> The grounds are very extensive and so	can be far from the main buildings . </s>	the walking	0
<s> Great overall	· part of wedding party </s>	vacation	1
<s>	itself is beautiful . </s>	The hotel	1
<s> Very spacious and comfortable	. </s>	rooms	1
<s> Very spacious and comfortable	. </s>	rooms	1
<s> We stayed in a beach villa overlooking the sea ( number 50 ) it was in a beautiful	, was very clean and well furbished . </s>	position	1
<s> The grounds around our villa were maintained to a very high standard as was	and also the dining area . </s>	the reception area	1
<s>	around our villa were maintained to a very high standard as was the reception area and also the dining area . </s>	The grounds	1
<s> The grounds around our villa were maintained to a very high standard as was	and also the dining area . </s>	the dining area	1
<s> A great	</s>	location	1
<s> We stayed in a	overlooking the sea ( number 50 ) it was in a beautiful position , was very clean and well furbished . </s>	beach villa	1
<s> I 've been back to this hotel three times now as my experience each time was amazing ,	three times now as my experience each time was amazing , the rooms are clean and comfortable and the hotel considering its 20 years old is in amazing condition . </s>	the hotel	1
<s> And	has no shadows on it at all . </s>	the pool	1
<s>	is awesome ! </s>	This hotel	1
<s> Best	</s>	hotel	1
<s> I 've been back to this hotel three times now as	each time was amazing , the rooms are clean and comfortable and the hotel considering its 20 years old is in amazing condition . </s>	my experience	1
<s> I 've been back to this hotel three times now as my experience each time was amazing ,	are clean and comfortable and the hotel considering its 20 years old is in amazing condition . </s>	the rooms	1
<s> I 've been back to this hotel three times now as my experience each time was amazing ,	are clean and comfortable and the hotel considering its 20 years old is in amazing condition . </s>	the rooms	1
<s> The owners maintained	very well . </s>	the place	1
<s>	were warm and comfortable . </s>	Beddings	1
<s>	were warm and comfortable . </s>	Beddings	1
<s> Room was equipped with TV , radio , Kettle ,	, dvd player and a tv with so many channels . </s>	Coffee maker	1
<s> Room was equipped with TV , radio , Kettle , Coffee maker ,	and a tv with so many channels . </s>	dvd player	1
<s> Room was equipped with TV ,	, Kettle , Coffee maker , dvd player and a tv with so many channels . </s>	radio	1
<s> Room was equipped with TV , radio , Kettle , Coffee maker , dvd player and a	with so many channels . </s>	tv	1
<s> Room was equipped with	, radio , Kettle , Coffee maker , dvd player and a tv with so many channels . </s>	TV	1
<s> Room was equipped with TV , radio ,	, Coffee maker , dvd player and a tv with so many channels . </s>	Kettle	1
<s> Owners were very generous with	. </s>	the breakfast servings	1
<s>	was equipped with TV , radio , Kettle , Coffee maker , dvd player and a tv with so many channels . </s>	Room	1
<s> Ample towels and	were provided which many other B & amp ; B don 't usually provide enough . </s>	toiletries	1
<s> Ample	and toiletries were provided which many other B & amp ; B don 't usually provide enough . </s>	towels	1
<s>	was very helpful in helping us with directions in the area as well as places to visit . </s>	Alphons	1
<s> Very clean and fresh	! </s>	room	1
<s> Very clean and fresh	! </s>	room	1
<s>	& amp ; B was very clean and fresh . </s>	This B & amp ; B	1
<s>	& amp ; B was very clean and fresh . </s>	This B & amp ; B	1
<s> Service was good and friendly ,	was cleaned every day ! </s>	the room	1
<s> We really liked	. </s>	that	1
<s>	was good and friendly , the room was cleaned every day ! </s>	Service	1
<s>	was good and friendly , the room was cleaned every day ! </s>	Service	1
<s> The only thing we could eat at the hotel was	, which in my opinion was a little bit expensive . </s>	breakfast	0
<s> Its a good Hotel with nice	. </s>	rooms	1
<s> Its a good	with nice rooms . </s>	Hotel	1
<s> We hade a bigger	with a place to relax and sit down . </s>	room	1
<s> We hade a bigger	with a place to relax and sit down . </s>	room	1
<s> We hade a bigger	with a place to relax and sit down . </s>	room	1
<s> Perfect	</s>	holiday	1
<s> We started each day with a buffet	, relaxed at the huge pools or beautiful beach and finished the evening with cocktails accompanied by a live singer . </s>	breakfast	1
<s> The hotel was exceptionally clean and you are spoilt for choice with regard to food ; there was an	, oriental , mexican and asian restaurant as well as the two main buffet restaurants across both hotels . </s>	italian	1
<s> The hotel was exceptionally clean and you are spoilt for choice with regard to food ; there was an italian ,	, mexican and asian restaurant as well as the two main buffet restaurants across both hotels . </s>	oriental	1
<s> The hotel was exceptionally clean and you are spoilt for choice with regard to food ; there was an italian , oriental , mexican and asian restaurant as well as the	across both hotels . </s>	two main buffet restaurants	1
<s> The hotel was exceptionally clean and you are spoilt for choice with regard to food ; there was an italian , oriental , mexican and	as well as the two main buffet restaurants across both hotels . </s>	asian restaurant	1
<s> The hotel was exceptionally clean and you are spoilt for choice with regard to food ; there was an italian , oriental ,	and asian restaurant as well as the two main buffet restaurants across both hotels . </s>	mexican	1
<s> We started each day with a buffet breakfast , relaxed at the huge pools or beautiful	and finished the evening with cocktails accompanied by a live singer . </s>	beach	1
<s> We started each day with a buffet breakfast , relaxed at the huge pools or beautiful beach and finished the evening with	accompanied by a live singer . </s>	cocktails	1
<s> We started each day with a buffet breakfast , relaxed at the huge	or beautiful beach and finished the evening with cocktails accompanied by a live singer . </s>	pools	1
<s> The hotel was exceptionally clean and you are spoilt for choice	; there was an italian , oriental , mexican and asian restaurant as well as the two main buffet restaurants across both hotels . </s>	with regard to food	1
<s>	was exceptionally clean and you are spoilt for choice with regard to food ; there was an italian , oriental , mexican and asian restaurant as well as the two main buffet restaurants across both hotels . </s>	The hotel	1
<s>	boasts outstanding architecture and stands true to it 's name · a palace . </s>	The hotel	1
<s>	is really near ( about 1mile ) , so it great to walk around hotel and this part of the city is not so crowded , so location is excellent . </s>	Monmarte	1
<s> Metro , buses and	are near . </s>	train stations	1
<s> Metro ,	and train stations are near . </s>	buses	1
<s>	, buses and train stations are near . </s>	Metro	1
<s> Monmarte is really near ( about 1mile ) , so it great to walk around hotel and	is not so crowded , so location is excellent . </s>	this part of the city	1
<s> Monmarte is really near ( about 1mile ) , so it great to walk around hotel and this part of the city is not so crowded , so	is excellent . </s>	location	1
<s>	is not the most positive persons in the world but still helpful and understanding if you need something . </s>	Staff	1
<s>	is not the most positive persons in the world but still helpful and understanding if you need something . </s>	Staff	0
<s>	is not the most positive persons in the world but still helpful and understanding if you need something . </s>	Staff	1
<s> It was really cozy french style hotel because	was small but still quite nice if you don 't expect much of a hotel . </s>	it	1
<s> It was really cozy french style hotel because	was small but still quite nice if you don 't expect much of a hotel . </s>	it	0
<s> For business trips as well as for short stays · great	to stay at . </s>	place	1
<s> Cozy	near to Monmarte </s>	French hotel	1
<s> Cozy	near to Monmarte </s>	French hotel	1
<s> It was really cozy french style	because it was small but still quite nice if you don 't expect much of a hotel . </s>	hotel	1
<s> It was really cozy french style	because it was small but still quite nice if you don 't expect much of a hotel . </s>	hotel	1
<s>	is lovely furnished . </s>	The hotel	1
<s>	is friendly ( probably students ) . </s>	Bar staff	1
<s>	is basic , however tasteful . </s>	Breakfast	1
<s>	is basic , however tasteful . </s>	Breakfast	0
<s> A great	just around the corner . </s>	shopping mall	1
<s> A great	just around the corner . </s>	shopping mall	1
<s> Personally I prefer one of the	. </s>	other NN hotels	0
<s> We had	. </s>	3 complaints	0
<s>	outside the hotel as well . </s>	Some restaurants	1
<s>	outside the hotel as well . </s>	Some restaurants	1
<s>	outside the hotel as well . </s>	Some restaurants	1
<s>	is not very well English educated . </s>	The reception staff	0
<s> Trendy hotel in a nice	</s>	spot	1
<s> The hotel is located on a good spot ,	all around . </s>	public transport	1
<s> Trendy	in a nice spot </s>	hotel	1
<s>	is located on a good spot , public transport all around . </s>	The hotel	1
<s> Overall we had a nice stay , on a nice	. </s>	place	1
<s> Overall we had a nice stay , on a nice	. </s>	place	1
<s> Good	, and also not far away from Utrecht , Amsterdam , and The Haque . </s>	start up for excursions	1
<s> Good	, and also not far away from Utrecht , Amsterdam , and The Haque . </s>	start up for excursions	1
<s> There is no	. </s>	restaurant for lunch or dinner	0
<s> The central location and	is perfect . </s>	the friendly staff	1
<s>	and the friendly staff is perfect . </s>	The central location	1
<s>	is a little bid old furnished . </s>	The hotel	0
<s>	is good . </s>	Breakfast	1
<s> Nice	for this price . </s>	hotel	1
<s>	is working together with diffrent restaurants in the city of Woerden . </s>	The hotel	1
<s> There is free	in the hotel . </s>	WIFI	1
<s> There is free	in the hotel . </s>	WIFI	1
<s> Nice	in the middle of Holland . </s>	hotel	1
<s> Nice	in the middle of Holland . </s>	hotel	1
<s> Nice	in the middle of Holland . </s>	* * * star hotel	1
<s> Nice	in the middle of Holland . </s>	* * * star hotel	1
<s> I felt	to the room itself was exceptional . </s>	the staffs attitudes	1
<s> I felt	itself was exceptional . </s>	the room	1
<s> I felt the	, from the staffs attitudes to the room itself was exceptional . </s>	attention to detail	1
<s> I found	one of the best I have stayed in while travelling in Europe for value and service . </s>	this hotel	1
<s>	was wonderfully clean and the en · suite bathroom was ingeniously placed . </s>	Everything	1
<s> A wonderful	for breakfast and we were offered scrambled egg on toast · after 3 weeks in france on bread and jam this was a feast to behold . </s>	range of food	1
<s> A wonderful range of food for breakfast and we were offered	· after 3 weeks in france on bread and jam this was a feast to behold . </s>	scrambled egg on toast	1
<s> Everything was wonderfully clean and	was ingeniously placed . </s>	the en · suite bathroom	1
<s> Friendly , helpful	</s>	hosts	1
<s> Friendly , helpful	</s>	hosts	1
<s>	were friendly and very helpful . </s>	Our hosts	1
<s>	were friendly and very helpful . </s>	Our hosts	1
<s> Great size	, incredible pool . </s>	room	1
<s> Hotel not too far from	( 25 minutes walk from main station , but tram station just in front of the hotel ) , room really quite , beds really confortable . </s>	center	1
<s> Hotel not too far from center ( 25 minutes walk from main station , but tram station just in front of the hotel ) , room really quite ,	really confortable . </s>	beds	1
<s> Hotel not too far from center ( 25 minutes walk from main station , but tram station just in front of the hotel ) ,	really quite , beds really confortable . </s>	room	1
<s>	varied and excellent . </s>	Breakfast	1
<s>	varied and excellent . </s>	Breakfast	1
<s> Great size room , incredible	. </s>	pool	1
<s> Really nice	, quiet and confortable </s>	hotel	1
<s> Really nice	, quiet and confortable </s>	hotel	1
<s> Really nice	, quiet and confortable </s>	hotel	1
<s> Hotel not too far from center ( 25 minutes walk from main station , but	, but tram station just in front of the hotel ) , room really quite , beds really confortable . </s>	tram station	1
<s> Donetsk is not a tourist destination and	are limited . </s>	the choices	0
<s> I understand that in the Ukraine the hotel standards are not the same as in other areas in the world and this hotel might be a good option in this category , but we did not like	. </s>	it	0
<s> If you are looking at the " budget "	and you don 't care much about the room size and the available facilities , then this hotel might be an option for you . </s>	hotel	1
<s> I understand that in the Ukraine the hotel standards are not the same as in other areas in the world and	standards are not the same as in other areas in the world and this hotel might be a good option in this category , but we did not like it . </s>	this hotel	1
<s> I did like	, you basically get a budget you can use in a canine like restaurant that was very good . </s>	the way they solved the food situation	1
<s>	was excellent and I 'd like to visit this resort again ! </s>	Everything	1
<s> I think	is my new favorite place to go on vacation , everything is perfect . </s>	this	1
<s> Everything was excellent and I 'd like to visit	again ! </s>	this resort	1
<s>	is very friendly and always ready to help , with some of them it is a little difficult to talk , but it 's okay . </s>	The staff	1
<s>	is very friendly and always ready to help , with some of them it is a little difficult to talk , but it 's okay . </s>	The staff	1
<s> I think this is my new favorite place to go on vacation ,	is perfect . </s>	everything	1
<s> Love	! </s>	this resort	1
<s> All in all	was very good . </s>	everything	1
<s>	on the ground floor is opened till late and serves cheap Carlsberg . </s>	The bar	1
<s>	on the ground floor is opened till late and serves cheap Carlsberg . </s>	The bar	1
<s> The Location is excellent within walking distance to Tivoli and the city center in general , plus being such a huge	you could easily spot it from a distance and never get lost . </s>	building	1
<s> The Location is excellent within walking distance to Tivoli and the city center in general , plus being such a huge building you could easily spot	from a distance and never get lost . </s>	it	1
<s> The Location is excellent within walking distance to Tivoli and the city center in general , plus being such a huge building you could easily spot	from a distance and never get lost . </s>	it	1
<s> Overall this is a good budget	( I booked one bed in a dorm ) for one weekend for people on a budget . </s>	accommodation	1
<s> Maybe	is not as friendly as one can expect but they have to deal with hundreds of guest , maybe one thousand , in busy weekend night , so they may be excused . </s>	the staff	0
<s> Good budget	for budget travelers </s>	location	1
<s> Good budget	for budget travelers </s>	location	1
<s>	is excellent within walking distance to Tivoli and the city center in general , plus being such a huge building you could easily spot it from a distance and never get lost . </s>	The Location	1
<s>	is excellent within walking distance to Tivoli and the city center in general , plus being such a huge building you could easily spot it from a distance and never get lost . </s>	The Location	1
<s> Big pluss is the huge	in connection to the hotel . </s>	park	1
<s> I would most certainly recommend	! ! </s>	this hotel	1
<s> Our one year old son loved to run around there and there was a big	in the park only a couple of hundred meters from the hotel . </s>	playground	1
<s> Our one year old son loved to run around there and there was a big	in the park only a couple of hundred meters from the hotel . </s>	playground	1
<s> Great	! </s>	Hotel	1
<s> We had a great one night	at the hotel . </s>	stay	1
<s> we paied 1300 euro per night and for 3 night in advance ... we didn 't get our meny back ... but	was so worse then we moved out . </s>	It	0
<s> we paied 1300 euro per night and for 3 night in advance ... we didn 't get our meny back ... but	was so worse then we moved out . </s>	It	0
<s> Dirty.our	was brocken and we were not sure if someone came in . </s>	room lock	0
<s> Dirty.our	was brocken and we were not sure if someone came in . </s>	room lock	0
<s>	was really Bad . </s>	It	0
<s> really load and unfriendly	. </s>	staff	0
<s> really load and unfriendly	. </s>	staff	0
<s> A good	for those who enjoy comfort and luxury . </s>	choice	1
<s> A good	for those who enjoy comfort and luxury . </s>	choice	1
<s> A good	for those who enjoy comfort and luxury . </s>	choice	1
<s> A good	for those who enjoy comfort and luxury . </s>	choice	1
<s> Friendly staff , great	, good breakfast , pool and gym . </s>	room	1
<s> Stayed at	was excellent . </s>	the experience	1
<s> Friendly staff , great room , good	, pool and gym . </s>	breakfast	1
<s> A good	</s>	choice	1
<s> Friendly	, great room , good breakfast , pool and gym . </s>	staff	1
<s> Everything was great ,	, the food was delicious ..... smiling faces all around you ..... </s>	the staff	1
<s> I had the most wonderfull	there , having fun all the time .... : ) </s>	time	1
<s> Everything was great ,	was delicious ..... smiling faces all around you ..... </s>	the food	1
<s> Excellent	& honeymoon </s>	vacationd	1
<s> Excellent vacationd &	</s>	honeymoon	1
<s> IT was the best	I 've ever had .... </s>	vacation	1
<s>	was great , the kindness of the staff , the food was delicious ..... smiling faces all around you ..... </s>	Everything	1
<s>	was absolutely wonderful , nothing was too much trouble for them . </s>	The staff	1
<s> Should I return to Dubai again , I will certainly stay	again . </s>	there	1
<s>	were helpful , and friendly . </s>	They	1
<s>	were helpful , and friendly . </s>	They	1
<s> I loved staying	, and have spoken very highly of this hotel to my friends and colleagues . </s>	there	1
<s> I loved staying	, and have spoken very highly of this hotel to my friends and colleagues . </s>	there	1
<s> I have travelled	, who go out of their way to make the guests enjoy their visit . </s>	a hotel with such staff	1
<s>	is highly recommendable . </s>	The Sheraton Hotel Jumeriah	1
<s>	was absolutely perfect . </s>	Everything	1
<s>	are not worth its price even for 50 euro a night . </s>	The rooms	0
<s> The rooms are not worth	even for 50 euro a night . </s>	its price	0
<s> Very small	, old furnished . </s>	rooms	0
<s> Very small	, old furnished . </s>	rooms	0
<s> Not a comfortable	at all . </s>	hotel	0
<s> So ,	is not really a hotel , but low budget room accommodation . </s>	it	0
<s> So ,	is not really a hotel , but low budget room accommodation . </s>	it	0
<s>	is no go , but there are enough good locations everywhere to have a good coffee and snack in the morning . </s>	Breakfast	0
<s> Good	, 2 minutes from Duomo , but very loud location , not possible to have a quite night sleep at all . </s>	location	0
<s> Good	, 2 minutes from Duomo , but very loud location , not possible to have a quite night sleep at all . </s>	location	0
<s> Breakfast is no go , but there are	everywhere to have a good coffee and snack in the morning . </s>	enough locations	1
<s> Breakfast is no go , but there are	everywhere to have a good coffee and snack in the morning . </s>	enough locations	1
<s> Central	</s>	location	1
<s> Good	, 2 minutes from Duomo , but very loud location , not possible to have a quite night sleep at all . </s>	location	1
<s> Good	, 2 minutes from Duomo , but very loud location , not possible to have a quite night sleep at all . </s>	location	1
<s>	were very small without own bathrooms and WC . </s>	Upper rooms	0
<s>	were very small without own bathrooms and WC . </s>	Upper rooms	0
<s> I wil not recommend anyone to stay	. </s>	there	0
<s> Although there is a sign up informing that there are no · smoking areas I could not see any actual indication of where they were and	a waiter pointed out to me had people smoking , probably Eastern Europeans . </s>	the only area	0
<s> Although there is a sign up informing that there are	I could not see any actual indication of where they were and the only area a waiter pointed out to me had people smoking , probably Eastern Europeans . </s>	no · smoking areas	1
<s> Although there is a sign up informing that there are	I could not see any actual indication of where they were and the only area a waiter pointed out to me had people smoking , probably Eastern Europeans . </s>	no · smoking areas	0
<s>	was big and luxurious as expected . </s>	The room	1
<s>	was big and luxurious as expected . </s>	The room	1
<s> The Eurostars Madrid Tower is a very modern hotel with tasteful	. </s>	decoration	1
<s> Great	, although not in the center </s>	hotel	0
<s> Great	, although not in the center </s>	hotel	1
<s> The Eurostars Madrid Tower is a very modern	with tasteful decoration . </s>	hotel	1
<s> Also a word to	Volvereta " on the 30th floor : great good and amazing views . </s>	the restaurant " Volvereta "	1
<s> Also a word to	Volvereta " on the 30th floor : great good and amazing views . </s>	the restaurant " Volvereta "	1
<s> I will NOT recommend	to anyone . </s>	this hotel	0
<s> And	will never have me as a guest again . </s>	they	0
<s> Swiming swans in the pond and park view from	</s>	lobby	1
<s> Well worth the money and	. </s>	time spent	1
<s> Well worth	and time spent . </s>	the money	1
<s> Swiming	in the pond and park view from lobby </s>	swans	1
<s> A pleasant location where you can just walk around the pond and be cared for in a very hospitable	in the hotel . </s>	way	1
<s> The food and variety is great with a friendly	. </s>	staff	1
<s> A pleasant	where you can just walk around the pond and be cared for in a very hospitable way in the hotel . </s>	location	1
<s> The food and	is great with a friendly staff . </s>	variety	1
<s>	and variety is great with a friendly staff . </s>	The food	1
<s>	was funny and could speak good English . </s>	the waiters in pirates bar	1
<s>	was funny and could speak good English . </s>	the waiters in pirates bar	1
<s>	is well looked after the food is ok we could eat but could be a little improved ........... all in all we had a brilliant time and we are looking to come back next year : ) thank you every one for such a brilliant time : ) </s>	the pool	1
<s>	is well looked after but could do with less jelly fish Evan though they don 't sting , the pool is well looked after the food is ok we could eat but could be a little improved ........... all in all we had a brilliant time and we are looking to come back next year : ) thank you every one for such a brilliant time : ) </s>	the beach	0
<s>	is well looked after but could do with less jelly fish Evan though they don 't sting , the pool is well looked after the food is ok we could eat but could be a little improved ........... all in all we had a brilliant time and we are looking to come back next year : ) thank you every one for such a brilliant time : ) </s>	the beach	1
